序号,股票代码,股票简称,报告名称,东财评级,机构,近一月个股研报数,2026-盈利预测-收益,2026-盈利预测-市盈率,2027-盈利预测-收益,2027-盈利预测-市盈率,2028-盈利预测-收益,2028-盈利预测-市盈率,行业,日期,报告PDF链接,产业链环节,角色
2,002636,金安国纪,公司信息更新报告：2020Q4确认覆铜板行业向上拐点，盈利逐季增厚,买入,开源证券,0,,,,,,,元件,2021-05-06,https://pdf.dfcfw.com/pdf/H3_AP202105061490107496_1.pdf,核心CCL,主要参与者
27,688519,南亚新材,原材料短期影响消散，定位高端步入成长通道,买入,太平洋,0,,,,,,,元件,2021-04-30,https://pdf.dfcfw.com/pdf/H3_AP202104301488754396_1.pdf,核心CCL,主要参与者
33,601208,东材科技,业绩持续高增长，成长逻辑清晰,买入,国金证券,0,,,,,,,塑料,2021-04-30,https://pdf.dfcfw.com/pdf/H3_AP202104301488767225_1.pdf,电子树脂（特种树脂）,主要参与者
69,600183,生益科技,短期看子公司盈利改善，长期看产品层次提升,买入,国金证券,0,,,,,,,元件,2021-04-30,https://pdf.dfcfw.com/pdf/H3_AP202104301488773942_1.pdf,核心CCL,龙头
45,300395,菲利华,2020年年报及2021一季报点评：半导体+军工，产业链不断延伸，扩产迎接十四五高速发展期,持有,中航证券,0,,,,,,,航空装备Ⅱ,2021-04-30,https://pdf.dfcfw.com/pdf/H3_AP202104301488767345_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
122,600176,中国巨石,中国巨石：21年开门红，全年高弹性可期,买入,太平洋,0,,,,,,,玻璃玻纤,2021-04-28,https://pdf.dfcfw.com/pdf/H3_AP202104281488304765_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
121,600176,中国巨石,前瞻布局享量价齐升，正站在新一轮成长起点,买入,东兴证券,0,,,,,,,玻璃玻纤,2021-04-28,https://pdf.dfcfw.com/pdf/H3_AP202104281488349695_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
28,688519,南亚新材,经营压力终释放，三因素叠加致确定性成长,买入,国金证券,0,,,,,,,元件,2021-04-27,https://pdf.dfcfw.com/pdf/H3_AP202104271488083342_1.pdf,核心CCL,主要参与者
71,600183,生益科技,涨价效应已显现，盈利回升+结构优化助成长,买入,国金证券,0,,,,,,,元件,2021-04-20,https://pdf.dfcfw.com/pdf/H3_AP202104201486575440_1.pdf,核心CCL,龙头
70,600183,生益科技,公司信息更新报告：2021Q1业绩预告超预期，看好公司从周期迈向成长,买入,开源证券,0,,,,,,,元件,2021-04-20,https://pdf.dfcfw.com/pdf/H3_AP202104201486623464_1.pdf,核心CCL,龙头
11,603186,华正新材,同比+259%，盈利提高+新产能投放=成长确定,买入,国金证券,0,,,,,,,元件,2021-04-20,https://pdf.dfcfw.com/pdf/H3_AP202104201486591348_1.pdf,核心CCL,主要参与者
34,601208,东材科技,平台型新材料企业，光学基膜和电子树脂放量,买入,国金证券,0,,,,,,,塑料,2021-04-18,https://pdf.dfcfw.com/pdf/H3_AP202104181486161655_1.pdf,电子树脂（特种树脂）,主要参与者
3,002636,金安国纪,公司信息更新报告：覆铜板提价加速，公司盈利表现亮眼,买入,开源证券,0,,,,,,,元件,2021-04-15,https://pdf.dfcfw.com/pdf/H3_AP202104151485152096_1.pdf,核心CCL,主要参与者
4,002636,金安国纪,一季度大幅增长，覆铜板主升浪确立,买入,民生证券,0,,,,,,,元件,2021-04-15,https://pdf.dfcfw.com/pdf/H3_AP202104151485110090_1.pdf,核心CCL,主要参与者
72,600183,生益科技,生益科技年报点评：行业景气度高企下游需求向好，产品结构持续优化,买入,新时代证券,0,,,,,,,元件,2021-04-02,https://pdf.dfcfw.com/pdf/H3_AP202104021480664356_1.pdf,核心CCL,龙头
74,600183,生益科技,公司信息更新报告：覆铜板步入景气周期，生益电子吉安厂进展加速,买入,开源证券,0,,,,,,,元件,2021-03-30,https://pdf.dfcfw.com/pdf/H3_AP202103301478324814_1.pdf,核心CCL,龙头
19,688388,嘉元科技,产能持续扩张，静待盈利回升,增持,中银证券,0,,,,,,,电池,2021-03-30,https://pdf.dfcfw.com/pdf/H3_AP202103301478347566_1.pdf,电子铜箔,主要参与者
73,600183,生益科技,短期价格扰动影响渐低，高端板卡发力开辟全新通途,买入,太平洋,0,,,,,,,元件,2021-03-30,https://pdf.dfcfw.com/pdf/H3_AP202103301478347700_1.pdf,核心CCL,龙头
20,688388,嘉元科技,年报点评：业绩符合预期，看好产能扩张高速扩张,买入,民生证券,0,,,,,,,电池,2021-03-26,https://pdf.dfcfw.com/pdf/H3_AP202103261476824071_1.pdf,电子铜箔,主要参与者
123,600176,中国巨石,行业担当，着眼长期深化竞争优势,买入,东兴证券,0,,,,,,,玻璃玻纤,2021-03-26,https://pdf.dfcfw.com/pdf/H3_AP202103261476969684_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
124,600176,中国巨石,2020Q4业绩创新高，2021量价齐升可期,买入,华安证券,0,,,,,,,玻璃玻纤,2021-03-24,https://pdf.dfcfw.com/pdf/H3_AP202103241475602560_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
5,002636,金安国纪,公司首次覆盖报告：FR-4覆铜板步入提价周期，有望释放盈利弹性,买入,开源证券,0,,,,,,,元件,2021-03-23,https://pdf.dfcfw.com/pdf/H3_AP202103231475004902_1.pdf,核心CCL,主要参与者
128,600176,中国巨石,20年逆境反转，21年强势前行,买入,国金证券,0,,,,,,,玻璃玻纤,2021-03-22,https://pdf.dfcfw.com/pdf/H3_AP202103221474693578_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
127,600176,中国巨石,中国巨石：20Q4业绩亮眼，21年高弹性可期,买入,太平洋,0,,,,,,,玻璃玻纤,2021-03-22,https://pdf.dfcfw.com/pdf/H3_AP202103221474693582_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
126,600176,中国巨石,行业景气未完待续，竞争优势持续深化,买入,东兴证券,0,,,,,,,玻璃玻纤,2021-03-22,https://pdf.dfcfw.com/pdf/H3_AP202103221474697197_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
125,600176,中国巨石,中国巨石2020年报点评：销量快速增长，净利同比增长13%,买入,民生证券,0,,,,,,,玻璃玻纤,2021-03-22,https://pdf.dfcfw.com/pdf/H3_AP202103221474697205_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
61,002080,中材科技,公司信息更新报告：玻纤景气度向上，隔膜加速增长,买入,开源证券,0,,,,,,,玻璃玻纤,2021-03-19,https://pdf.dfcfw.com/pdf/H3_AP202103191473914305_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
62,002080,中材科技,业绩高增超预期，锂膜产能持续释放,买入,太平洋,0,,,,,,,玻璃玻纤,2021-03-19,https://pdf.dfcfw.com/pdf/H3_AP202103191473781203_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
12,603186,华正新材,全年稳增，高端突破+产能投放助力成长,买入,国金证券,0,,,,,,,元件,2021-03-16,https://pdf.dfcfw.com/pdf/H3_AP202103161472352937_1.pdf,核心CCL,主要参与者
63,002080,中材科技,加码玻纤产能，锂膜业务轻装上阵加速增长,买入,西南证券,0,,,,,,,玻璃玻纤,2021-03-01,https://pdf.dfcfw.com/pdf/H3_AP202103011466696610_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
75,600183,生益科技,4Q20低于预期，5G放缓及成本承压；预计2021下半年毛利率恢复,买入,招银国际,0,,,,,,,元件,2021-02-03,https://pdf.dfcfw.com/pdf/H3_AP202102031458031724_1.pdf,核心CCL,龙头
3,300243,瑞丰高材,可降解塑料空间广阔，公司继续加码PBAT,买入,东吴证券,0,,,,,,,塑料,2021-02-03,https://pdf.dfcfw.com/pdf/H3_AP202102031458010150_1.pdf,电子树脂（特种树脂）,主要参与者
76,600183,生益科技,4Q20 miss on slower 5G and cost pressure;Expect gradual GPM recovery in 1H21E,买入,招银国际,0,,,,,,,元件,2021-02-02,https://pdf.dfcfw.com/pdf/H3_AP202102021457404649_1.pdf,核心CCL,龙头
77,600183,生益科技,公司信息更新报告：Q4单季度成本承压，预计2021盈利逐季改善,买入,开源证券,0,,,,,,,元件,2021-02-01,https://pdf.dfcfw.com/pdf/H3_AP202102011457242374_1.pdf,核心CCL,龙头
78,600183,生益科技,公司信息更新报告：内资覆铜板龙头开启新一轮五年扩张规划,买入,开源证券,0,,,,,,,元件,2021-01-26,https://pdf.dfcfw.com/pdf/H3_AP202101261454247724_1.pdf,核心CCL,龙头
79,600183,生益科技,常熟二期项目启动，投资节奏匹配行业发展,买入,国金证券,0,,,,,,,元件,2021-01-25,https://pdf.dfcfw.com/pdf/H3_AP202101251454058783_1.pdf,核心CCL,龙头
129,600176,中国巨石,行业格局优化，龙头受益明显,买入,国金证券,0,,,,,,,玻璃玻纤,2021-01-08,https://pdf.dfcfw.com/pdf/H3_AP202101081448743464_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
130,600176,中国巨石,有行业景气，更有龙头质地和新成长,买入,东兴证券,0,,,,,,,玻璃玻纤,2020-12-28,https://pdf.dfcfw.com/pdf/H3_AP202012281444537252_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
64,002080,中材科技,公司信息更新报告：终止重大资产重组，玻纤、隔膜受益于行业上行趋势,买入,开源证券,0,,,,,,,玻璃玻纤,2020-12-16,https://pdf.dfcfw.com/pdf/H3_AP202012161440555377_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
13,603186,华正新材,确认授予股票激励，稳定核心团队攻坚高端,买入,国金证券,0,,,,,,,元件,2020-12-02,https://pdf.dfcfw.com/pdf/H3_AP202012021435130856_1.pdf,核心CCL,主要参与者
35,601208,东材科技,经营拐点已至，新材料布局将迎收获期,买入,东吴证券,0,,,,,,,塑料,2020-11-18,https://pdf.dfcfw.com/pdf/H3_AP202011181430693381_1.pdf,电子树脂（特种树脂）,主要参与者
46,300395,菲利华,三季报点评：Q3业绩优秀，多点布局静待花开,买入,太平洋,0,,,,,,,航空装备Ⅱ,2020-11-05,https://pdf.dfcfw.com/pdf/H3_AP202011051426765089_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
65,002080,中材科技,公司深度报告：中材科技深度（二）：重新审视中材科技隔膜业务,买入,开源证券,0,,,,,,,玻璃玻纤,2020-11-03,https://pdf.dfcfw.com/pdf/H3_AP202011031426183357_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
21,688388,嘉元科技,三季度盈利环比回暖，产能持续扩张,增持,中银证券,0,,,,,,,电池,2020-11-02,https://pdf.dfcfw.com/pdf/H3_AP202011021425676514_1.pdf,电子铜箔,主要参与者
66,002080,中材科技,中材科技2020三季报点评：玻纤向上，叶片高增，隔膜业务持续顺利推进,买入,新时代证券,0,,,,,,,玻璃玻纤,2020-10-30,https://pdf.dfcfw.com/pdf/H3_AP202010301424754140_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
131,600176,中国巨石,中国巨石：Q3业绩强势转正，涨价推升未来业绩弹性,买入,太平洋,0,,,,,,,玻璃玻纤,2020-10-29,https://pdf.dfcfw.com/pdf/H3_AP202010291424524352_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
132,600176,中国巨石,行业底部确立，有望量价齐升,买入,国金证券,0,,,,,,,玻璃玻纤,2020-10-29,https://pdf.dfcfw.com/pdf/H3_AP202010291424506610_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
133,600176,中国巨石,成本护城河优势尽显，步调是周期与成长共舞,买入,东兴证券,0,,,,,,,玻璃玻纤,2020-10-28,https://pdf.dfcfw.com/pdf/H3_AP202010281424224894_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
134,600176,中国巨石,业绩实现正增长，行业景气度显著回升,买入,华安证券,0,,,,,,,玻璃玻纤,2020-10-28,https://pdf.dfcfw.com/pdf/H3_AP202010281424204670_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
80,600183,生益科技,生益科技Q3季报点评：Q3净利润增速较快，5G招标助力全年稳健增长,买入,新时代证券,0,,,,,,,元件,2020-10-26,https://pdf.dfcfw.com/pdf/H3_AP202010261423642114_1.pdf,核心CCL,龙头
81,600183,生益科技,Q3增速放缓，产品结构升级不改,买入,华金证券,0,,,,,,,元件,2020-10-26,https://pdf.dfcfw.com/pdf/H3_AP202010261423636152_1.pdf,核心CCL,龙头
67,002080,中材科技,三季报点评：三季报业绩超预期，玻纤叶片量价齐升,买入,申港证券,0,,,,,,,玻璃玻纤,2020-10-25,https://pdf.dfcfw.com/pdf/H3_AP202010251423469630_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
82,600183,生益科技,公司信息更新报告：Q3单季度盈利增速放缓，看好覆铜板产品结构优化,买入,开源证券,0,,,,,,,元件,2020-10-25,https://pdf.dfcfw.com/pdf/H3_AP202010251423467201_1.pdf,核心CCL,龙头
14,603186,华正新材,短期盈利承压，长期看结构优化和产能释放,买入,国金证券,0,,,,,,,元件,2020-10-22,https://pdf.dfcfw.com/pdf/H3_AP202010221422985765_1.pdf,核心CCL,主要参与者
69,002080,中材科技,业绩优良，锂膜盈利拐点出现,买入,西南证券,0,,,,,,,玻璃玻纤,2020-10-22,https://pdf.dfcfw.com/pdf/H3_AP202010221422972165_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
68,002080,中材科技,公司信息更新报告：Q3归母净利润同比+70.4%，三大主业全面向好,买入,开源证券,0,,,,,,,玻璃玻纤,2020-10-22,https://pdf.dfcfw.com/pdf/H3_AP202010221422985346_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
70,002080,中材科技,公司信息更新报告：Q3业绩再超预期，三大主业全面向好,买入,开源证券,0,,,,,,,玻璃玻纤,2020-10-15,https://pdf.dfcfw.com/pdf/H3_AP202010151421540344_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
22,688388,嘉元科技,锂电铜箔龙头，高端产能扩张,增持,中银证券,0,,,,,,,电池,2020-10-13,https://pdf.dfcfw.com/pdf/H3_AP202010131421009010_1.pdf,电子铜箔,主要参与者
12,603256,宏和科技,稀缺的高端电子布厂商，四大优势助全球竞争,买入,国金证券,0,,,,,,,玻璃玻纤,2020-10-12,https://pdf.dfcfw.com/pdf/H3_AP202010121420821926_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
71,002080,中材科技,中材科技的认知差：成长的玻纤，拐点的锂膜,买入,西南证券,0,,,,,,,玻璃玻纤,2020-09-15,https://pdf.dfcfw.com/pdf/H3_AP202009151412661852_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
83,600183,生益科技,公司首次覆盖报告：精于业、专于研，覆铜板龙头有望穿越周期,买入,开源证券,0,,,,,,,元件,2020-09-09,https://pdf.dfcfw.com/pdf/H3_AP202009091409536702_1.pdf,核心CCL,龙头
135,600176,中国巨石,行业底部确立，龙头弹性凸显,买入,国金证券,0,,,,,,,玻璃玻纤,2020-08-26,https://pdf.dfcfw.com/pdf/H3_AP202008261401597728_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
136,600176,中国巨石,成本优势稳固，业绩拐点将至,买入,华安证券,0,,,,,,,玻璃玻纤,2020-08-25,https://pdf.dfcfw.com/pdf/H3_AP202008251401240357_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
29,688519,南亚新材,国内高速CCL优质玩家，扩产106%锁定成长,买入,国金证券,0,,,,,,,元件,2020-08-24,https://pdf.dfcfw.com/pdf/H3_AP202008241400940004_1.pdf,核心CCL,主要参与者
23,688388,嘉元科技,中报业绩承压，期待扩产放量,增持,西南证券,0,,,,,,,电池,2020-08-21,https://pdf.dfcfw.com/pdf/H3_AP202008211400229102_1.pdf,电子铜箔,主要参与者
72,002080,中材科技,业绩高增超预期， 锂膜业务渐入佳境,买入,太平洋,0,,,,,,,玻璃玻纤,2020-08-21,https://pdf.dfcfw.com/pdf/H3_AP202008211400238770_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
73,002080,中材科技,公司信息更新报告：业绩大超预期，三大主业全面向好,买入,开源证券,0,,,,,,,玻璃玻纤,2020-08-21,https://pdf.dfcfw.com/pdf/H3_AP202008211400229098_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
74,002080,中材科技,半年报业绩点评：风电叶片量价齐升 隔膜产能快速扩张,买入,申港证券,0,,,,,,,玻璃玻纤,2020-08-20,https://pdf.dfcfw.com/pdf/H3_AP202008201400013684_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
75,002080,中材科技,公司2020半年报点评：上半年业绩亮眼，玻纤和叶片贡献大部分业绩，隔膜业务进展顺利,买入,新时代证券,0,,,,,,,玻璃玻纤,2020-08-20,https://pdf.dfcfw.com/pdf/H3_AP202008201399927706_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
76,002080,中材科技,玻纤价值凸显，锂膜开启新时代,买入,西南证券,0,,,,,,,玻璃玻纤,2020-08-20,https://pdf.dfcfw.com/pdf/H3_AP202008201399832405_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
138,600176,中国巨石,市占逆势提升，行业景气度拐点已至,买入,东兴证券,0,,,,,,,玻璃玻纤,2020-08-19,https://pdf.dfcfw.com/pdf/H3_AP202008191399542477_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
137,600176,中国巨石,中国巨石：最差阶段已过去，站在新一轮成长的起点,买入,太平洋,0,,,,,,,玻璃玻纤,2020-08-19,https://pdf.dfcfw.com/pdf/H3_AP202008191399568101_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
84,600183,生益科技,拟收购广东绿晟，业务互补性强,买入,民生证券,0,,,,,,,元件,2020-08-14,https://pdf.dfcfw.com/pdf/H3_AP202008141398514651_1.pdf,核心CCL,龙头
85,600183,生益科技,生益科技中报点评：新基建助业绩逆势增长，龙头抗周期能力凸显,买入,新时代证券,0,,,,,,,元件,2020-08-13,https://pdf.dfcfw.com/pdf/H3_AP202008131398340357_1.pdf,核心CCL,龙头
89,600183,生益科技,H1稳健成长毛利率提升，结构升级推动全年业绩继续向上,买入,华金证券,0,,,,,,,元件,2020-08-11,https://pdf.dfcfw.com/pdf/H3_AP202008111397820281_1.pdf,核心CCL,龙头
90,600183,生益科技,毛利率继续高企，高端渗透逻辑持续带动成长,买入,国金证券,0,,,,,,,元件,2020-08-11,https://pdf.dfcfw.com/pdf/H3_AP202008111397820247_1.pdf,核心CCL,龙头
86,600183,生益科技,中报业绩增长强劲，高端产品占比提升,增持,西南证券,0,,,,,,,元件,2020-08-11,https://pdf.dfcfw.com/pdf/H3_AP202008111397878490_1.pdf,核心CCL,龙头
87,600183,生益科技,业绩符合预期，5G+数据中心高景气,买入,民生证券,0,,,,,,,元件,2020-08-11,https://pdf.dfcfw.com/pdf/H3_AP202008111397850799_1.pdf,核心CCL,龙头
88,600183,生益科技,生益科技：新产能释放+产品结构优化，通信景气助力稳健成长,买入,太平洋,0,,,,,,,元件,2020-08-11,https://pdf.dfcfw.com/pdf/H3_AP202008111397836166_1.pdf,核心CCL,龙头
4,300243,瑞丰高材,助剂业务趋好，可降解塑料打开成长空间,买入,东吴证券,0,,,,,,,塑料,2020-08-05,https://pdf.dfcfw.com/pdf/H3_AP202008051396514537_1.pdf,电子树脂（特种树脂）,主要参与者
